STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,sex,Sex,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IE,Ireland,2023,,10.0,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IE,Ireland,2024,,10.1,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IS,Iceland,2008,,4.5,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IS,Iceland,2009,,5.0,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IS,Iceland,2010,,4.9,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IS,Iceland,2011,,5.2,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IS,Iceland,2012,,4.8,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IS,Iceland,2013,,4.9,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IS,Iceland,2014,,5.6,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IS,Iceland,2015,,6.0,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IS,Iceland,2016,,5.9,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IS,Iceland,2017,,5.4,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IS,Iceland,2018,,5.1,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IS,Iceland,2019,,5.1,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IS,Iceland,2020,,5.8,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IS,Iceland,2021,,5.0,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IS,Iceland,2022,,5.4,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IS,Iceland,2023,,5.8,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IS,Iceland,2024,,5.8,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IT,Italy,2008,,3.3,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IT,Italy,2009,,3.3,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IT,Italy,2010,,3.3,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IT,Italy,2011,,3.3,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IT,Italy,2012,,3.4,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IT,Italy,2013,,3.4,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IT,Italy,2014,,3.4,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IT,Italy,2015,,3.4,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IT,Italy,2016,,3.4,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IT,Italy,2017,,3.4,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IT,Italy,2018,,3.5,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IT,Italy,2019,,3.7,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IT,Italy,2020,,3.9,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IT,Italy,2021,,4.0,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IT,Italy,2022,,4.0,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IT,Italy,2023,,4.3,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,IT,Italy,2024,,4.3,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LT,Lithuania,2008,,1.9,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LT,Lithuania,2009,,2.0,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LT,Lithuania,2010,,1.9,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LT,Lithuania,2011,,2.2,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LT,Lithuania,2012,,2.4,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LT,Lithuania,2013,,2.2,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LT,Lithuania,2014,,2.1,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LT,Lithuania,2015,,2.3,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LT,Lithuania,2016,,2.5,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LT,Lithuania,2017,,2.5,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LT,Lithuania,2018,,2.9,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LT,Lithuania,2019,,3.2,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LT,Lithuania,2020,,3.3,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LT,Lithuania,2021,,4.3,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LT,Lithuania,2022,,4.6,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LT,Lithuania,2023,,4.9,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LT,Lithuania,2024,,5.5,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LU,Luxembourg,2008,,3.6,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LU,Luxembourg,2009,,3.5,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LU,Luxembourg,2010,,4.1,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LU,Luxembourg,2011,,3.8,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LU,Luxembourg,2012,,4.2,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LU,Luxembourg,2013,,4.0,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LU,Luxembourg,2014,,4.3,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LU,Luxembourg,2015,,3.9,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LU,Luxembourg,2016,,3.6,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LU,Luxembourg,2017,,3.8,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LU,Luxembourg,2018,,4.2,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LU,Luxembourg,2019,,4.3,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LU,Luxembourg,2020,,4.3,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LU,Luxembourg,2021,,5.0,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LU,Luxembourg,2022,,6.0,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LU,Luxembourg,2023,,5.9,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LU,Luxembourg,2024,,5.5,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LV,Latvia,2008,,2.4,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LV,Latvia,2009,,2.5,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LV,Latvia,2010,,3.2,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LV,Latvia,2011,,3.0,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LV,Latvia,2012,,2.5,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LV,Latvia,2013,,3.1,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LV,Latvia,2014,,3.4,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LV,Latvia,2015,,3.3,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LV,Latvia,2016,,3.1,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LV,Latvia,2017,,3.6,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LV,Latvia,2018,,3.5,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LV,Latvia,2019,,3.3,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LV,Latvia,2020,,4.0,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LV,Latvia,2021,,4.5,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LV,Latvia,2022,,5.3,,,,,
