STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,age,Age class,isced11,International Standard Classification of Education (ISCED 2011),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2004,,73.8,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2005,,73.0,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2006,,73.2,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2007,,73.8,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2008,,74.3,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2009,,72.1,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2010,,72.6,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2011,,72.2,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2012,,71.8,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2013,,71.1,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2014,,69.3,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2015,,69.5,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2016,,70.9,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2017,,71.7,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2018,,72.4,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2019,,73.3,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2020,,71.9,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2021,,70.0,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2022,,70.3,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2023,,70.7,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2024,,71.5,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2000,,64.4,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2001,,61.3,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2002,,62.4,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2003,,66.7,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2004,,68.7,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2005,,70.2,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2006,,72.9,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2007,,76.0,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2008,,78.1,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2009,,74.7,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2010,,70.0,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2011,,67.4,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2012,,66.9,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2013,,67.2,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2014,,69.1,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2015,,71.5,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2016,,72.3,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2017,,76.2,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2018,,77.0,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2019,,79.0,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2020,,77.9,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2021,,76.6,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2022,,78.2,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2023,,77.1,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2024,,76.7,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,1996,,89.2,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,1997,,88.3,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,1998,,89.3,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,1999,,89.3,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,2000,,90.2,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,2001,,90.1,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,2002,,87.6,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,2003,,86.6,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,2004,,85.8,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,2005,,85.3,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,2006,,86.2,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,2007,,87.3,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,2008,,86.3,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,2009,,85.2,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,2010,,84.2,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,2011,,85.0,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,2012,,84.5,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,2013,,83.7,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,2014,,83.6,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,2015,,84.2,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,2016,,84.0,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,2017,,84.3,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,2018,,84.2,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,2019,,83.8,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,2020,,82.4,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,2021,,82.6,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,2022,,83.7,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,2023,,84.2,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,2024,,83.8,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,1999,,82.9,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2000,,82.1,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2001,,82.2,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2002,,82.2,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2003,,82.2,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2004,,84.8,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2005,,83.0,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2006,,83.0,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2007,,83.3,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2008,,83.4,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2009,,80.1,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2010,,79.1,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2011,,76.9,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2012,,72.8,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2013,,69.9,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2014,,67.5,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2015,,67.4,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2016,,70.0,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2017,,72.1,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2018,,75.3,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2019,,77.0,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,M,Males,Y15-64,From 15 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2020,,76.7,,,,,
